Dist Code,Year,State Code,State Name,Dist Name,Crop,Area_ha,Yield_kg_per_ha,N_req_kg_per_ha,P_req_kg_per_ha,K_req_kg_per_ha,Total_N_kg,Total_P_kg,Total_K_kg,Temperature_C,Humidity_%,pH,Rainfall_mm,Wind_Speed_m_s,Solar_Radiation_MJ_m2_day
195,1971,12,Uttar Pradesh,Mathura,chickpea,30800,1129.87,20.33766,11.2987,20.33766,626399.928,347999.96,626399.928,20,60,6.5,600,1.5,16
195,1971,12,Uttar Pradesh,Mathura,cotton,7500,40,1.08,0.48,1.08,8100,3600,8100,28,65,6,700,3,22
195,1972,12,Uttar Pradesh,Mathura,rice,3800,947.37,23.68425,11.36844,20.84214,90000.15,43200.072,79200.132,25,80,6.5,1200,2,18
195,1972,12,Uttar Pradesh,Mathura,maize,11200,473.21,12.77667,5.67852,8.04457,143098.704,63599.424,90099.184,22,70,6,800,2.5,20
195,1972,12,Uttar Pradesh,Mathura,chickpea,25000,860,15.48,8.6,15.48,387000,215000,387000,20,60,6.5,600,1.5,16
195,1972,12,Uttar Pradesh,Mathura,cotton,7100,126.76,3.42252,1.52112,3.42252,24299.892,10799.952,24299.892,28,65,6,700,3,22
195,1973,12,Uttar Pradesh,Mathura,rice,3900,1051.28,26.282,12.61536,23.12816,102499.8,49199.904,90199.824,25,80,6.5,1200,2,18
195,1973,12,Uttar Pradesh,Mathura,maize,10100,643.56,17.37612,7.72272,10.94052,175498.812,77999.472,110499.252,22,70,6,800,2.5,20
195,1973,12,Uttar Pradesh,Mathura,chickpea,27800,899.28,16.18704,8.9928,16.18704,449999.712,249999.84,449999.712,20,60,6.5,600,1.5,16
195,1973,12,Uttar Pradesh,Mathura,cotton,7100,112.68,3.04236,1.35216,3.04236,21600.756,9600.336,21600.756,28,65,6,700,3,22
195,1974,12,Uttar Pradesh,Mathura,rice,2500,1200,30,14.4,26.4,75000,36000,66000,25,80,6.5,1200,2,18
195,1974,12,Uttar Pradesh,Mathura,maize,10500,390.48,10.54296,4.68576,6.63816,110701.08,49200.48,69700.68,22,70,6,800,2.5,20
195,1974,12,Uttar Pradesh,Mathura,chickpea,20800,490.38,8.82684,4.9038,8.82684,183598.272,101999.04,183598.272,20,60,6.5,600,1.5,16
195,1974,12,Uttar Pradesh,Mathura,cotton,4300,93.02,2.51154,1.11624,2.51154,10799.622,4799.832,10799.622,28,65,6,700,3,22
195,1975,12,Uttar Pradesh,Mathura,rice,3000,1000,25,12,22,75000,36000,66000,25,80,6.5,1200,2,18
195,1975,12,Uttar Pradesh,Mathura,maize,15400,805.19,21.74013,9.66228,13.68823,334798.002,148799.112,210798.742,22,70,6,800,2.5,20
195,1975,12,Uttar Pradesh,Mathura,chickpea,21100,781.99,14.07582,7.8199,14.07582,296999.802,164999.89,296999.802,20,60,6.5,600,1.5,16
195,1975,12,Uttar Pradesh,Mathura,cotton,4100,97.56,2.63412,1.17072,2.63412,10799.892,4799.952,10799.892,28,65,6,700,3,22
195,1976,12,Uttar Pradesh,Mathura,rice,2600,1346.15,33.65375,16.1538,29.6153,87499.75,41999.88,76999.78,25,80,6.5,1200,2,18
195,1976,12,Uttar Pradesh,Mathura,maize,13000,230.77,6.23079,2.76924,3.92309,81000.27,36000.12,51000.17,22,70,6,800,2.5,20
195,1976,12,Uttar Pradesh,Mathura,chickpea,20300,862.07,15.51726,8.6207,15.51726,315000.378,175000.21,315000.378,20,60,6.5,600,1.5,16
195,1976,12,Uttar Pradesh,Mathura,cotton,3100,32.26,0.87102,0.38712,0.87102,2700.162,1200.072,2700.162,28,65,6,700,3,22
195,1977,12,Uttar Pradesh,Mathura,rice,2800,1214.29,30.35725,14.57148,26.71438,85000.3,40800.144,74800.264,25,80,6.5,1200,2,18
195,1977,12,Uttar Pradesh,Mathura,maize,7200,111.11,2.99997,1.33332,1.88887,21599.784,9599.904,13599.864,22,70,6,800,2.5,20
195,1977,12,Uttar Pradesh,Mathura,chickpea,20000,980,17.64,9.8,17.64,352800,196000,352800,20,60,6.5,600,1.5,16
195,1977,12,Uttar Pradesh,Mathura,cotton,4000,50,1.35,0.6,1.35,5400,2400,5400,28,65,6,700,3,22
195,1978,12,Uttar Pradesh,Mathura,rice,7600,1250,31.25,15,27.5,237500,114000,209000,25,80,6.5,1200,2,18
195,1978,12,Uttar Pradesh,Mathura,maize,5700,140.35,3.78945,1.6842,2.38595,21599.865,9599.94,13599.915,22,70,6,800,2.5,20
195,1978,12,Uttar Pradesh,Mathura,chickpea,17800,1033.71,18.60678,10.3371,18.60678,331200.684,184000.38,331200.684,20,60,6.5,600,1.5,16
195,1978,12,Uttar Pradesh,Mathura,cotton,4500,66.67,1.80009,0.80004,1.80009,8100.405,3600.18,8100.405,28,65,6,700,3,22
195,1979,12,Uttar Pradesh,Mathura,rice,9200,663.04,16.576,7.95648,14.58688,152499.2,73199.616,134199.296,25,80,6.5,1200,2,18
195,1979,12,Uttar Pradesh,Mathura,maize,3700,324.32,8.75664,3.89184,5.51344,32399.568,14399.808,20399.728,22,70,6,800,2.5,20
195,1979,12,Uttar Pradesh,Mathura,chickpea,11400,1087.72,19.57896,10.8772,19.57896,223200.144,124000.08,223200.144,20,60,6.5,600,1.5,16
195,1979,12,Uttar Pradesh,Mathura,cotton,8200,121.95,3.29265,1.4634,3.29265,26999.73,11999.88,26999.73,28,65,6,700,3,22
195,1980,12,Uttar Pradesh,Mathura,rice,3800,1368.42,34.2105,16.42104,30.10524,129999.9,62399.952,114399.912,25,80,6.5,1200,2,18
195,1980,12,Uttar Pradesh,Mathura,maize,8000,700,18.9,8.4,11.9,151200,67200,95200,22,70,6,800,2.5,20
195,1980,12,Uttar Pradesh,Mathura,chickpea,11000,900,16.2,9,16.2,178200,99000,178200,20,60,6.5,600,1.5,16
195,1980,12,Uttar Pradesh,Mathura,cotton,6900,72.46,1.95642,0.86952,1.95642,13499.298,5999.688,13499.298,28,65,6,700,3,22
195,1981,12,Uttar Pradesh,Mathura,rice,2400,916.67,22.91675,11.00004,20.16674,55000.2,26400.096,48400.176,25,80,6.5,1200,2,18
195,1981,12,Uttar Pradesh,Mathura,maize,2800,178.57,4.82139,2.14284,3.03569,13499.892,5999.952,8499.932,22,70,6,800,2.5,20
195,1981,12,Uttar Pradesh,Mathura,chickpea,13500,970.37,17.46666,9.7037,17.46666,235799.91,130999.95,235799.91,20,60,6.5,600,1.5,16
195,1981,12,Uttar Pradesh,Mathura,cotton,3800,78.95,2.13165,0.9474,2.13165,8100.27,3600.12,8100.27,28,65,6,700,3,22
195,1982,12,Uttar Pradesh,Mathura,rice,2900,965.52,24.138,11.58624,21.24144,70000.2,33600.096,61600.176,25,80,6.5,1200,2,18
195,1982,12,Uttar Pradesh,Mathura,maize,2700,370.37,9.99999,4.44444,6.29629,26999.973,11999.988,16999.983,22,70,6,800,2.5,20
195,1982,12,Uttar Pradesh,Mathura,chickpea,11600,1077.59,19.39662,10.7759,19.39662,225000.792,125000.44,225000.792,20,60,6.5,600,1.5,16
195,1982,12,Uttar Pradesh,Mathura,cotton,4100,48.78,1.31706,0.58536,1.31706,5399.946,2399.976,5399.946,28,65,6,700,3,22
195,1983,12,Uttar Pradesh,Mathura,rice,4200,1214.29,30.35725,14.57148,26.71438,127500.45,61200.216,112200.396,25,80,6.5,1200,2,18
195,1983,12,Uttar Pradesh,Mathura,maize,2500,600,16.2,7.2,10.2,40500,18000,25500,22,70,6,800,2.5,20
195,1983,12,Uttar Pradesh,Mathura,chickpea,11800,830.51,14.94918,8.3051,14.94918,176400.324,98000.18,176400.324,20,60,6.5,600,1.5,16
195,1983,12,Uttar Pradesh,Mathura,cotton,3300,30.3,0.8181,0.3636,0.8181,2699.73,1199.88,2699.73,28,65,6,700,3,22
195,1984,12,Uttar Pradesh,Mathura,rice,6000,966.67,24.16675,11.60004,21.26674,145000.5,69600.24,127600.44,25,80,6.5,1200,2,18
195,1984,12,Uttar Pradesh,Mathura,maize,3400,1029.41,27.79407,12.35292,17.49997,94499.838,41999.928,59499.898,22,70,6,800,2.5,20
195,1984,12,Uttar Pradesh,Mathura,chickpea,10900,1100.92,19.81656,11.0092,19.81656,216000.504,120000.28,216000.504,20,60,6.5,600,1.5,16
195,1984,12,Uttar Pradesh,Mathura,cotton,2400,208.33,5.62491,2.49996,5.62491,13499.784,5999.904,13499.784,28,65,6,700,3,22
195,1985,12,Uttar Pradesh,Mathura,rice,3900,1435.9,35.8975,17.2308,31.5898,140000.25,67200.12,123200.22,25,80,6.5,1200,2,18
195,1985,12,Uttar Pradesh,Mathura,maize,5100,627.45,16.94115,7.5294,10.66665,86399.865,38399.94,54399.915,22,70,6,800,2.5,20
195,1985,12,Uttar Pradesh,Mathura,chickpea,15200,1039.47,18.71046,10.3947,18.71046,284398.992,157999.44,284398.992,20,60,6.5,600,1.5,16
195,1985,12,Uttar Pradesh,Mathura,cotton,4400,90.91,2.45457,1.09092,2.45457,10800.108,4800.048,10800.108,28,65,6,700,3,22
195,1986,12,Uttar Pradesh,Mathura,rice,5400,1296.3,32.4075,15.5556,28.5186,175000.5,84000.24,154000.44,25,80,6.5,1200,2,18
195,1986,12,Uttar Pradesh,Mathura,maize,7000,857.14,23.14278,10.28568,14.57138,161999.46,71999.76,101999.66,22,70,6,800,2.5,20
195,1986,12,Uttar Pradesh,Mathura,chickpea,12600,611.11,10.99998,6.1111,10.99998,138599.748,76999.86,138599.748,20,60,6.5,600,1.5,16
195,1986,12,Uttar Pradesh,Mathura,cotton,3100,96.77,2.61279,1.16124,2.61279,8099.649,3599.844,8099.649,28,65,6,700,3,22
195,1987,12,Uttar Pradesh,Mathura,rice,4200,1357.14,33.9285,16.28568,29.85708,142499.7,68399.856,125399.736,25,80,6.5,1200,2,18
195,1987,12,Uttar Pradesh,Mathura,maize,3900,410.26,11.07702,4.92312,6.97442,43200.378,19200.168,27200.238,22,70,6,800,2.5,20
195,1987,12,Uttar Pradesh,Mathura,chickpea,4700,638.3,11.4894,6.383,11.4894,54000.18,30000.1,54000.18,20,60,6.5,600,1.5,16
195,1987,12,Uttar Pradesh,Mathura,cotton,3500,171.43,4.62861,2.05716,4.62861,16200.135,7200.06,16200.135,28,65,6,700,3,22
195,1988,12,Uttar Pradesh,Mathura,rice,7200,1513.89,37.84725,18.16668,33.30558,272500.2,130800.096,239800.176,25,80,6.5,1200,2,18
195,1988,12,Uttar Pradesh,Mathura,maize,3900,564.1,15.2307,6.7692,9.5897,59399.73,26399.88,37399.83,22,70,6,800,2.5,20
195,1988,12,Uttar Pradesh,Mathura,chickpea,3700,918.92,16.54056,9.1892,16.54056,61200.072,34000.04,61200.072,20,60,6.5,600,1.5,16
195,1988,12,Uttar Pradesh,Mathura,cotton,3800,105.26,2.84202,1.26312,2.84202,10799.676,4799.856,10799.676,28,65,6,700,3,22
195,1989,12,Uttar Pradesh,Mathura,rice,10100,1633.66,40.8415,19.60392,35.94052,412499.15,197999.592,362999.252,25,80,6.5,1200,2,18
195,1989,12,Uttar Pradesh,Mathura,maize,3600,805.56,21.75012,9.66672,13.69452,78300.432,34800.192,49300.272,22,70,6,800,2.5,20
195,1989,12,Uttar Pradesh,Mathura,chickpea,2700,814.81,14.66658,8.1481,14.66658,39599.766,21999.87,39599.766,20,60,6.5,600,1.5,16
195,1989,12,Uttar Pradesh,Mathura,cotton,3700,189.19,5.10813,2.27028,5.10813,18900.081,8400.036,18900.081,28,65,6,700,3,22
195,1990,12,Uttar Pradesh,Mathura,rice,9810,1776.76,44.419,21.32112,39.08872,435750.39,209160.1872,383460.3432,25,80,6.5,1200,2,18
195,1990,12,Uttar Pradesh,Mathura,maize,2740,1105.84,29.85768,13.27008,18.79928,81810.0432,36360.0192,51510.0272,22,70,6,800,2.5,20
195,1990,12,Uttar Pradesh,Mathura,chickpea,2830,989.4,17.8092,9.894,17.8092,50400.036,28000.02,50400.036,20,60,6.5,600,1.5,16
195,1990,12,Uttar Pradesh,Mathura,cotton,2620,145.04,3.91608,1.74048,3.91608,10260.1296,4560.0576,10260.1296,28,65,6,700,3,22
195,1991,12,Uttar Pradesh,Mathura,rice,9070,2442.12,61.053,29.30544,53.72664,553750.71,265800.3408,487300.6248,25,80,6.5,1200,2,18
195,1991,12,Uttar Pradesh,Mathura,maize,1700,400,10.8,4.8,6.8,18360,8160,11560,22,70,6,800,2.5,20
195,1991,12,Uttar Pradesh,Mathura,chickpea,1380,1123.19,20.21742,11.2319,20.21742,27900.0396,15500.022,27900.0396,20,60,6.5,600,1.5,16
195,1991,12,Uttar Pradesh,Mathura,cotton,2120,141.51,3.82077,1.69812,3.82077,8100.0324,3600.0144,8100.0324,28,65,6,700,3,22
195,1992,12,Uttar Pradesh,Mathura,rice,10760,2337.36,58.434,28.04832,51.42192,628749.84,301799.9232,553299.8592,25,80,6.5,1200,2,18
195,1992,12,Uttar Pradesh,Mathura,maize,1490,1087.25,29.35575,13.047,18.48325,43740.0675,19440.03,27540.0425,22,70,6,800,2.5,20
195,1992,12,Uttar Pradesh,Mathura,chickpea,1850,1254.05,22.5729,12.5405,22.5729,41759.865,23199.925,41759.865,20,60,6.5,600,1.5,16
195,1992,12,Uttar Pradesh,Mathura,cotton,2110,104.27,2.81529,1.25124,2.81529,5940.2619,2640.1164,5940.2619,28,65,6,700,3,22
195,1993,12,Uttar Pradesh,Mathura,rice,17420,1991.39,49.78475,23.89668,43.81058,867250.345,416280.1656,763180.3036,25,80,6.5,1200,2,18
195,1993,12,Uttar Pradesh,Mathura,maize,1930,440.41,11.89107,5.28492,7.48697,22949.7651,10199.8956,14449.8521,22,70,6,800,2.5,20
195,1993,12,Uttar Pradesh,Mathura,chickpea,1910,1157.07,20.82726,11.5707,20.82726,39780.0666,22100.037,39780.0666,20,60,6.5,600,1.5,16
195,1993,12,Uttar Pradesh,Mathura,cotton,2100,152.38,4.11426,1.82856,4.11426,8639.946,3839.976,8639.946,28,65,6,700,3,22
195,1994,12,Uttar Pradesh,Mathura,rice,25440,2437.89,60.94725,29.25468,53.63358,1550498.04,744239.0592,1364438.275,25,80,6.5,1200,2,18
195,1994,12,Uttar Pradesh,Mathura,maize,1180,1466.1,39.5847,17.5932,24.9237,46709.946,20759.976,29409.966,22,70,6,800,2.5,20
195,1994,12,Uttar Pradesh,Mathura,chickpea,1850,1318.92,23.74056,13.1892,23.74056,43920.036,24400.02,43920.036,20,60,6.5,600,1.5,16
195,1994,12,Uttar Pradesh,Mathura,cotton,1820,159.34,4.30218,1.91208,4.30218,7829.9676,3479.9856,7829.9676,28,65,6,700,3,22
195,1995,12,Uttar Pradesh,Mathura,rice,24470,1684.51,42.11275,20.21412,37.05922,1030498.992,494639.5164,906839.1134,25,80,6.5,1200,2,18
195,1995,12,Uttar Pradesh,Mathura,maize,930,1064.52,28.74204,12.77424,18.09684,26730.0972,11880.0432,16830.0612,22,70,6,800,2.5,20
195,1995,12,Uttar Pradesh,Mathura,chickpea,1730,953.76,17.16768,9.5376,17.16768,29700.0864,16500.048,29700.0864,20,60,6.5,600,1.5,16
195,1995,12,Uttar Pradesh,Mathura,cotton,2130,183.1,4.9437,2.1972,4.9437,10530.081,4680.036,10530.081,28,65,6,700,3,22
195,1996,12,Uttar Pradesh,Mathura,rice,22450,2342.09,58.55225,28.10508,51.52598,1314498.013,630959.046,1156758.251,25,80,6.5,1200,2,18
195,1996,12,Uttar Pradesh,Mathura,maize,840,1345.24,36.32148,16.14288,22.86908,30510.0432,13560.0192,19210.0272,22,70,6,800,2.5,20
195,1996,12,Uttar Pradesh,Mathura,chickpea,1180,940.68,16.93224,9.4068,16.93224,19980.0432,11100.024,19980.0432,20,60,6.5,600,1.5,16
195,1996,12,Uttar Pradesh,Mathura,cotton,2150,120.93,3.26511,1.45116,3.26511,7019.9865,3119.994,7019.9865,28,65,6,700,3,22
195,1997,12,Uttar Pradesh,Mathura,rice,25930,2186.27,54.65675,26.23524,48.09794,1417249.527,680279.7732,1247179.584,25,80,6.5,1200,2,18
195,1997,12,Uttar Pradesh,Mathura,maize,830,2289.16,61.80732,27.46992,38.91572,51300.0756,22800.0336,32300.0476,22,70,6,800,2.5,20
195,1997,12,Uttar Pradesh,Mathura,chickpea,1080,1009.26,18.16668,10.0926,18.16668,19620.0144,10900.008,19620.0144,20,60,6.5,600,1.5,16
195,1997,12,Uttar Pradesh,Mathura,cotton,1350,170.37,4.59999,2.04444,4.59999,6209.9865,2759.994,6209.9865,28,65,6,700,3,22
195,1998,12,Uttar Pradesh,Mathura,rice,31120,1910.99,47.77475,22.93188,42.04178,1486750.22,713640.1056,1308340.194,25,80,6.5,1200,2,18
195,1998,12,Uttar Pradesh,Mathura,maize,620,838.71,22.64517,10.06452,14.25807,14040.0054,6240.0024,8840.0034,22,70,6,800,2.5,20
195,1998,12,Uttar Pradesh,Mathura,chickpea,1040,971.15,17.4807,9.7115,17.4807,18179.928,10099.96,18179.928,20,60,6.5,600,1.5,16
195,1998,12,Uttar Pradesh,Mathura,cotton,1000,90,2.43,1.08,2.43,2430,1080,2430,28,65,6,700,3,22
195,1999,12,Uttar Pradesh,Mathura,rice,39970,2062.55,51.56375,24.7506,45.3761,2061003.088,989281.482,1813682.717,25,80,6.5,1200,2,18
195,1999,12,Uttar Pradesh,Mathura,maize,590,1423.73,38.44071,17.08476,24.20341,22680.0189,10080.0084,14280.0119,22,70,6,800,2.5,20
195,1999,12,Uttar Pradesh,Mathura,chickpea,520,1134.62,20.42316,11.3462,20.42316,10620.0432,5900.024,10620.0432,20,60,6.5,600,1.5,16
195,1999,12,Uttar Pradesh,Mathura,cotton,870,103.45,2.79315,1.2414,2.79315,2430.0405,1080.018,2430.0405,28,65,6,700,3,22
195,2000,12,Uttar Pradesh,Mathura,rice,38820,2086.55,52.16375,25.0386,45.9041,2024996.775,971998.452,1781997.162,25,80,6.5,1200,2,18
195,2000,12,Uttar Pradesh,Mathura,maize,690,2000,54,24,34,37260,16560,23460,22,70,6,800,2.5,20
195,2000,12,Uttar Pradesh,Mathura,chickpea,270,1185.19,21.33342,11.8519,21.33342,5760.0234,3200.013,5760.0234,20,60,6.5,600,1.5,16
195,2000,12,Uttar Pradesh,Mathura,cotton,620,129.03,3.48381,1.54836,3.48381,2159.9622,959.9832,2159.9622,28,65,6,700,3,22
195,2001,12,Uttar Pradesh,Mathura,rice,36960,2054.11,51.35275,24.64932,45.19042,1897997.64,911038.8672,1670237.923,25,80,6.5,1200,2,18
195,2001,12,Uttar Pradesh,Mathura,maize,750,1933.33,52.19991,23.19996,32.86661,39149.9325,17399.97,24649.9575,22,70,6,800,2.5,20
195,2001,12,Uttar Pradesh,Mathura,chickpea,240,1166.67,21.00006,11.6667,21.00006,5040.0144,2800.008,5040.0144,20,60,6.5,600,1.5,16
195,2001,12,Uttar Pradesh,Mathura,cotton,670,149.25,4.02975,1.791,4.02975,2699.9325,1199.97,2699.9325,28,65,6,700,3,22
195,2002,12,Uttar Pradesh,Mathura,rice,25100,1733.47,43.33675,20.80164,38.13634,1087752.425,522121.164,957222.134,25,80,6.5,1200,2,18
195,2002,12,Uttar Pradesh,Mathura,maize,430,1186.05,32.02335,14.2326,20.16285,13770.0405,6120.018,8670.0255,22,70,6,800,2.5,20
195,2002,12,Uttar Pradesh,Mathura,chickpea,160,937.5,16.875,9.375,16.875,2700,1500,2700,20,60,6.5,600,1.5,16
195,2002,12,Uttar Pradesh,Mathura,cotton,1200,141.67,3.82509,1.70004,3.82509,4590.108,2040.048,4590.108,28,65,6,700,3,22
195,2003,12,Uttar Pradesh,Mathura,rice,33050,2053.25,51.33125,24.639,45.1715,1696497.813,814318.95,1492918.075,25,80,6.5,1200,2,18
195,2003,12,Uttar Pradesh,Mathura,maize,300,1700,45.9,20.4,28.9,13770,6120,8670,22,70,6,800,2.5,20
195,2003,12,Uttar Pradesh,Mathura,chickpea,130,1384.62,24.92316,13.8462,24.92316,3240.0108,1800.006,3240.0108,20,60,6.5,600,1.5,16
195,2003,12,Uttar Pradesh,Mathura,cotton,1440,145.83,3.93741,1.74996,3.93741,5669.8704,2519.9424,5669.8704,28,65,6,700,3,22
195,2004,12,Uttar Pradesh,Mathura,rice,33580,2555.99,63.89975,30.67188,56.23178,2145753.605,1029961.73,1888263.172,25,80,6.5,1200,2,18
195,2004,12,Uttar Pradesh,Mathura,maize,200,1900,51.3,22.8,32.3,10260,4560,6460,22,70,6,800,2.5,20
195,2004,12,Uttar Pradesh,Mathura,chickpea,1250,1120,20.16,11.2,20.16,25200,14000,25200,20,60,6.5,600,1.5,16
195,2004,12,Uttar Pradesh,Mathura,cotton,1470,142.86,3.85722,1.71432,3.85722,5670.1134,2520.0504,5670.1134,28,65,6,700,3,22
195,2005,12,Uttar Pradesh,Mathura,rice,39340,2503.05,62.57625,30.0366,55.0671,2461749.675,1181639.844,2166339.714,25,80,6.5,1200,2,18
195,2005,12,Uttar Pradesh,Mathura,maize,210,1714.29,46.28583,20.57148,29.14293,9720.0243,4320.0108,6120.0153,22,70,6,800,2.5,20
195,2005,12,Uttar Pradesh,Mathura,chickpea,50,1400,25.2,14,25.2,1260,700,1260,20,60,6.5,600,1.5,16
195,2005,12,Uttar Pradesh,Mathura,cotton,1410,184.4,4.9788,2.2128,4.9788,7020.108,3120.048,7020.108,28,65,6,700,3,22
195,2006,12,Uttar Pradesh,Mathura,rice,39120,2153.37,53.83425,25.84044,47.37414,2105995.86,1010878.013,1853276.357,25,80,6.5,1200,2,18
195,2006,12,Uttar Pradesh,Mathura,maize,400,1850,49.95,22.2,31.45,19980,8880,12580,22,70,6,800,2.5,20
195,2006,12,Uttar Pradesh,Mathura,chickpea,30,666.67,12.00006,6.6667,12.00006,360.0018,200.001,360.0018,20,60,6.5,600,1.5,16
195,2006,12,Uttar Pradesh,Mathura,cotton,1240,225.81,6.09687,2.70972,6.09687,7560.1188,3360.0528,7560.1188,28,65,6,700,3,22
195,2007,12,Uttar Pradesh,Mathura,rice,40630,2433.42,60.8355,29.20104,53.53524,2471746.365,1186438.255,2175136.801,25,80,6.5,1200,2,18
195,2007,12,Uttar Pradesh,Mathura,maize,210,1857.14,50.14278,22.28568,31.57138,10529.9838,4679.9928,6629.9898,22,70,6,800,2.5,20
195,2007,12,Uttar Pradesh,Mathura,chickpea,20,1500,27,15,27,540,300,540,20,60,6.5,600,1.5,16
195,2007,12,Uttar Pradesh,Mathura,cotton,1250,136,3.672,1.632,3.672,4590,2040,4590,28,65,6,700,3,22
195,2008,12,Uttar Pradesh,Mathura,rice,42810,2643.77,66.09425,31.72524,58.16294,2829494.843,1358157.524,2489955.461,25,80,6.5,1200,2,18
195,2008,12,Uttar Pradesh,Mathura,maize,160,2312.5,62.4375,27.75,39.3125,9990,4440,6290,22,70,6,800,2.5,20
195,2008,12,Uttar Pradesh,Mathura,chickpea,30,1000,18,10,18,540,300,540,20,60,6.5,600,1.5,16
195,2008,12,Uttar Pradesh,Mathura,cotton,1180,220.34,5.94918,2.64408,5.94918,7020.0324,3120.0144,7020.0324,28,65,6,700,3,22
195,2009,12,Uttar Pradesh,Mathura,rice,45460,2143.2,53.58,25.7184,47.1504,2435746.8,1169158.464,2143457.184,25,80,6.5,1200,2,18
195,2009,12,Uttar Pradesh,Mathura,maize,90,1666.67,45.00009,20.00004,28.33339,4050.0081,1800.0036,2550.0051,22,70,6,800,2.5,20
195,2009,12,Uttar Pradesh,Mathura,chickpea,30,1000,18,10,18,540,300,540,20,60,6.5,600,1.5,16
195,2009,12,Uttar Pradesh,Mathura,cotton,1120,169.64,4.58028,2.03568,4.58028,5129.9136,2279.9616,5129.9136,28,65,6,700,3,22
195,2010,12,Uttar Pradesh,Mathura,rice,42270,2130.83,53.27075,25.56996,46.87826,2251754.603,1080842.209,1981544.05,25,80,6.5,1200,2,18
195,2010,12,Uttar Pradesh,Mathura,maize,220,2227.27,60.13629,26.72724,37.86359,13229.9838,5879.9928,8329.9898,22,70,6,800,2.5,20
195,2010,12,Uttar Pradesh,Mathura,chickpea,20,2000,36,20,36,720,400,720,20,60,6.5,600,1.5,16
195,2010,12,Uttar Pradesh,Mathura,cotton,1170,264.96,7.15392,3.17952,7.15392,8370.0864,3720.0384,8370.0864,28,65,6,700,3,22
195,2011,12,Uttar Pradesh,Mathura,rice,48020,2262.18,56.5545,27.14616,49.76796,2715747.09,1303558.603,2389857.439,25,80,6.5,1200,2,18
195,2011,12,Uttar Pradesh,Mathura,maize,190,2473.68,66.78936,29.68416,42.05256,12689.9784,5639.9904,7989.9864,22,70,6,800,2.5,20
195,2011,12,Uttar Pradesh,Mathura,chickpea,20,2000,36,20,36,720,400,720,20,60,6.5,600,1.5,16
195,2011,12,Uttar Pradesh,Mathura,cotton,1230,276.42,7.46334,3.31704,7.46334,9179.9082,4079.9592,9179.9082,28,65,6,700,3,22
195,2012,12,Uttar Pradesh,Mathura,rice,19300,2835.75,70.89375,34.029,62.3865,1368249.375,656759.7,1204059.45,25,80,6.5,1200,2,18
195,2012,12,Uttar Pradesh,Mathura,maize,170,2647.06,71.47062,31.76472,45.00002,12150.0054,5400.0024,7650.0034,22,70,6,800,2.5,20
195,2012,12,Uttar Pradesh,Mathura,chickpea,20,1500,27,15,27,540,300,540,20,60,6.5,600,1.5,16
195,2012,12,Uttar Pradesh,Mathura,cotton,1410,269.5,7.2765,3.234,7.2765,10259.865,4559.94,10259.865,28,65,6,700,3,22
195,2013,12,Uttar Pradesh,Mathura,rice,52650,2404.18,60.1045,28.85016,52.89196,3164501.925,1518960.924,2784761.694,25,80,6.5,1200,2,18
195,2013,12,Uttar Pradesh,Mathura,maize,150,2600,70.2,31.2,44.2,10530,4680,6630,22,70,6,800,2.5,20
195,2013,12,Uttar Pradesh,Mathura,chickpea,20,1500,27,15,27,540,300,540,20,60,6.5,600,1.5,16
195,2013,12,Uttar Pradesh,Mathura,cotton,1220,270.49,7.30323,3.24588,7.30323,8909.9406,3959.9736,8909.9406,28,65,6,700,3,22
195,2014,12,Uttar Pradesh,Mathura,rice,49400,2323.08,58.077,27.87696,51.10776,2869003.8,1377121.824,2524723.344,25,80,6.5,1200,2,18
195,2014,12,Uttar Pradesh,Mathura,maize,250,2440,65.88,29.28,41.48,16470,7320,10370,22,70,6,800,2.5,20
195,2014,12,Uttar Pradesh,Mathura,chickpea,20,1000,18,10,18,360,200,360,20,60,6.5,600,1.5,16
195,2014,12,Uttar Pradesh,Mathura,cotton,1510,52.98,1.43046,0.63576,1.43046,2159.9946,959.9976,2159.9946,28,65,6,700,3,22
195,2015,12,Uttar Pradesh,Mathura,rice,48720,2224.14,55.6035,26.68968,48.93108,2709002.52,1300321.21,2383922.218,25,80,6.5,1200,2,18
195,2015,12,Uttar Pradesh,Mathura,maize,200,2650,71.55,31.8,45.05,14310,6360,9010,22,70,6,800,2.5,20
195,2015,12,Uttar Pradesh,Mathura,chickpea,20,500,9,5,9,180,100,180,20,60,6.5,600,1.5,16
195,2015,12,Uttar Pradesh,Mathura,cotton,1420,63.38,1.71126,0.76056,1.71126,2429.9892,1079.9952,2429.9892,28,65,6,700,3,22
195,2016,12,Uttar Pradesh,Mathura,rice,47920,2313.99,57.84975,27.76788,50.90778,2772160.02,1330636.81,2439500.818,25,80,6.5,1200,2,18
195,2016,12,Uttar Pradesh,Mathura,maize,160,2751.59,74.29293,33.01908,46.77703,11886.8688,5283.0528,7484.3248,22,70,6,800,2.5,20
195,2016,12,Uttar Pradesh,Mathura,cotton,2610,62.9,1.6983,0.7548,1.6983,4432.563,1970.028,4432.563,28,65,6,700,3,22
195,2017,12,Uttar Pradesh,Mathura,rice,46130,1811,45.275,21.732,39.842,2088535.75,1002497.16,1837911.46,25,80,6.5,1200,2,18
